Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Delivery Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes,Prices
Goila Butter Chicken,,3.9,0,612,Rolls,Koramangala 6th Block, Bangalore,Goila Butter Chicken,BESTSELLER,20,460.0
JMD Bakery & Fast Food,3.6,4.2,8,0,Beverages,Durgapura, Jaipur,Honey Chilli Potato,BESTSELLER,0,180.0
FreshMenu,,3.9,0,0,Chinese,Frazer Town, Bangalore,BBQ Grilled Chicken-Veggie Meal,,0,299.0
The Old Mirchi Biryani,,4.2,0,0,Desserts,Alwarpet, Chennai,Phulka (2pcs),,17,54.0
Karnavati Snacks,3.4,3.6,1,201,Sandwich,Paldi, Ahmedabad,Swaminarayan Vada Pav,,0,35.0
Arabian Central,2.9,4.3,8,975,Fast Food,Chandrayanagutta, Hyderabad,Fish Wrap,,31,145.0
CakeZone,,4.2,0,0,Desserts,Himayath Nagar, Hyderabad,Chocolate Truffle Lunch Box Cake,MUST TRY,13,249.0
Little Hut,3.6,4.0,177,570,BBQ,Anna Nagar West, Chennai,Egg Pepper Fry,,0,223.0
A2B - Adyar Ananda Bhavan,3.4,4.1,6,0,Beverages,Shanti Nagar, Bangalore,Mushroom Pizza,,0,165.0
Madhurima Veg,4.0,4.2,897,0,Beverages,Gomti Nagar, Lucknow,Pizza Onion Capsicum Tomato,,0,335.0
Kunafa House,3.9,4.2,62,746,Desserts,Nungambakkam, Chennai,Ice Cream Crunchy Kunafa,,0,280.0
Gajanand Pauva House,3.7,3.9,15,214,Shake,Navrangpura, Ahmedabad,3 In 1 Milkshake [250 ml],,0,90.0
Goa'rmet By The Tiffin Factory,,,0,14,Desserts,Panaji, Goa,Veg Schezwan Fried Rice,,0,210.0
Ghar Ka Khana by EatFit,,3.6,0,289,Beverages,Gulbai Tekra, Ahmedabad,Chilli Paneer with Veg Fried Rice,,6,229.0
A2B - Adyar Ananda Bhavan,3.6,4.2,137,0,Juices,Purasavakkam, Chennai,Upma Mix(500 Gm),,0,84.75
Savoury Sea Shell,4.0,4.1,848,0,Sichuan,Thousand Lights, Chennai,Gobi Chilli Dry,,0,315.0
Just A Sec,,3.6,0,512,North Indian,Mansarovar, Jaipur,Paneer Cheese Pizza [7 inches],BESTSELLER,43,139.0
Indira Darshini,4.1,4.0,131,0,North Indian,Khairatabad, Hyderabad,Special Chicken Fried Rice,BESTSELLER,68,140.0
Marwadi Chaat & Tiffin Services,3.7,3.8,107,0,Beverages,Shanti Nagar, Bangalore,2 Aloo Paratha With Curd And Pickle,BESTSELLER,101,215.0
FreshMenu,,3.9,0,662,Chinese,Sion, Mumbai,Mexican Picadillo Chicken Bowl,,0,299.0
Burger Singh - Big Punjabi Burgers,3.8,4.2,11,210,Fast Food,Raja Park, Jaipur,Cheesy Fries Hot Shock,,0,149.0
A2B - Adyar Ananda Bhavan,3.4,4.1,6,0,Beverages,Shanti Nagar, Bangalore,Garlic Pickle [400 Gm],,0,209.82
Meghduth Biryanis,,3.7,0,0,South Indian,Sanjay Nagar, Bangalore,Gutti Vankaya Pulao,BESTSELLER,86,299.0
Domino's Pizza,2.8,3.6,33,0,Fast Food,Matunga West, Mumbai,Chicken Maximus,,0,399.0
George Restaurant,3.9,4.0,0,0,Beverages,Camp Area, Pune,Egg Curry,,0,240.0
Cheers,4.1,4.3,458,0,Ice Cream,C G Road, Ahmedabad,Black Grape Juice [350 ml],,0,133.33
Hotel Karavali Food Point,3.7,3.6,196,0,Chinese,Vijay Nagar, Bangalore,Kabab [7 Pieces],,45,120.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Matar Kulcha,,13,143.0
Roopali Veg,3.6,4.2,20,0,Beverages,Bibvewadi, Pune,Coconut Uttapam,,0,120.0
Bell Pepper Pizza,4.1,3.9,151,666,Beverages,Jhotwara, Jaipur,Chana Chaat,,0,140.0
Shadaan Restaurant,3.8,4.2,19,0,Hyderabadi,Chandrayanagutta, Hyderabad,Veg Soft Noodles,,8,119.0
Radhey Lal Sweets,3.4,4.1,261,0,Chinese,Aliganj, Lucknow,Assorted Dry Fruit 16 Pcs Sweets Box,,0,762.0
The Matka Biryani,,3.9,0,0,Lucknowi,Lower Parel, Mumbai,Butter Roti,,12,30.0
Karachi Sweet Mart,,3.9,0,730,Fast Food,Camp Area, Pune,Garlic Sew 200 Gm,,0,82.0
Manju Mamta Restaurant,4.2,4.2,0,0,Pizza,Jawahar Nagar, Raipur,Veg Fried Rice,,22,250.0
Om Food Centre,3.6,3.8,2,484,Kathiyawadi,Satellite, Ahmedabad,Dum Aloo [300 grams],,0,190.0
Ponnusamy Hotel,3.4,3.7,127,0,Beverages,Egmore, Chennai,Ghee Rice,,0,240.0
Pista House Bakery,,4.3,0,0,Beverages,Charminar, Hyderabad,Aflatoon 1Kg,,0,1200.0
Mr. Burger,3.7,3.9,0,137,Fast Food,Parrys, Chennai,Mr Bombay Vada Pav Burger,CHEF'S SPECIAL,0,178.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Nimbu Masala [200 grams],Not eligible for coupons,5,47.14
KFC,,3.7,0,0,Desserts,Dadar Shivaji Park, Mumbai,Chick'n Strips Solo Combo,,0,422.86
Arsalan,3.9,4.2,0,0,Seafood,Park Street Area, Kolkata,Chicken Reshmi Butter Masala [6 Pieces],,75,394.0
Savoury Sea Shell,4.0,4.1,848,0,Sichuan,Thousand Lights, Chennai,Chicken Tikka Masala,,0,522.0
RK Pure Veg,3.7,3.8,208,0,Sichuan,Vishrantwadi, Pune,Green Peas Masala,,8,190.0
Shah Ghouse Hotel & Restaurant,4.2,4.2,0,0,Desserts,Charminar, Hyderabad,Shah Ghouse Special Chicken Curry,,43,385.0
Tan-Sukh By Kanha,4.1,4.1,301,0,Desserts,C Scheme, Jaipur,Navratan Korma,,15,380.0
UBQ by Barbeque Nation,,3.9,0,0,Desserts,Nungambakkam, Chennai,Chocolate Milkshake,,0,139.0
Meghana Foods,4.3,4.4,0,0,Seafood,Residency Road, Bangalore,Veg Kadai,,23,260.0
Tite Da Dhaba,4.0,4.2,187,0,North Indian,Rajouri Garden, New Delhi,Boondi Raita,,80,65.0
Blue Nile,3.6,4.1,0,0,Beverages,Camp Area, Pune,Veg Manchurian,,11,330.0
Taj Mughalai,,3.6,0,717,Sichuan,Purasavakkam, Chennai,Egg Biryani,BESTSELLER,42,99.0
Meltyway,4.2,3.5,68,657,Fast Food,Mattancherry, Kochi,Schezwan Mayo Burger,,0,130.0
Iconic Cafe,,4.0,0,63,Pizza,Purena, Raipur,Veg Cheese Schezwan Sandwich,,0,100.0
Blue Nile,3.6,4.1,0,0,Beverages,Camp Area, Pune,Veg Manchurian,,11,330.0
Aroma's Hyderabad House,4.0,4.2,528,0,Beverages,Erandwane, Pune,Chicken Fry With Bone,,0,299.0
Shree Konar Vilas,4.3,3.9,208,0,Biryani,Purasavakkam, Chennai,Sweet Corn Veg,,0,130.0
Cups & Cones,4.1,4.0,70,0,Beverages,Vyttila, Kochi,Veg Afghani Malai Momos,,7,109.0
Pizza Tune,3.0,3.5,188,0,Desserts,Satellite, Ahmedabad,Special Pizza Tune Stuffed Grilled Panini Sandwich,CHEF'S SPECIAL,0,95.0
Rang De Basanti Dhaba,4.2,4.1,506,0,Pizza,Kankurgachi, Kolkata,RDBD Special Handi Chicken,,18,395.0
Casa Blanca,,3.6,0,0,Continental,Byculla, Mumbai,Paneer Hot Dragon Dry,,0,343.0
EatFit,,4.1,0,0,Beverages,Cunningham Road, Bangalore,"8"" BBQ Chicken Pizza",MUST TRY,33,329.0
The Yellow House - The Robot Restaurant,3.9,3.3,0,0,Beverages,C Scheme, Jaipur,Mushroom Masala,,0,285.0
HSR High Street,3.9,4.0,0,0,Desserts,HSR, Bangalore,Veg Dum Biriyani,Not eligible for coupons,42,199.0
Swagth Hotel,,4.1,0,0,Chinese,Charminar, Hyderabad,Rava Dosa,,7,70.0
Burger King,3.8,4.1,747,0,Beverages,Commercial Street, Bangalore,Choco Lava Cup,,120,109.0
The Hazelnut Factory,4.3,4.4,780,0,Bakery,Nirala Nagar, Lucknow,Hazelnut Praline Cake [500 grams],CHEF'S SPECIAL,8,673.72
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,Charminar, Hyderabad,Kiwi Pineapple Ice Cream,,0,120.0
Maharaja Thalis,,3.9,0,0,Gujarati,Gurukul, Ahmedabad,Mooli da Paratha,,0,179.4
Quick Snacks,3.7,3.4,45,0,Beverages,Kadavanthra, Kochi,Veg Cheesy Maggi,BESTSELLER,26,130.0
Shah Ghouse Hotel & Restaurant,4.2,4.2,0,0,Desserts,Charminar, Hyderabad,Mixed Platter,,15,1428.9
Cheelizza - India Ka Pizza,,3.9,0,333,Fast Food,Worli, Mumbai,Paneer Punch Medium - Thin Wheat Crust [9 inch] [9 inch],,0,589.0
Pizza Cave,3.7,4.1,205,0,Beverages,Chowk, Lucknow,Capsicum and Golden Corn Pizza [10 inches] with Coke [250 ml],CHEF'S SPECIAL,15,275.0
MS Bakery & Sweets,,4.2,0,0,Pizza,Falaknuma, Hyderabad,Paneer Pizza [8 inches],MUST TRY,189,180.0
Bedi's Naan House,3.7,3.6,281,0,Biryani,Dhankawadi, Pune,Paneer Butter Masala,,28,250.0
Piazza Pizza By Little Italy,3.7,3.4,26,163,Fast Food,Camp Area, Pune,Thin Crust Paneer Kalimiri Pizza 28 Cm,,0,279.0
Jay Shree Jalaram Parotha House,,3.4,2,556,Kathiyawadi,Naranpura, Ahmedabad,Tikhari Curd,,0,80.0
MS Food,,3.7,0,5,Shake,Navrangpura, Ahmedabad,Tandoori Paneer Club Sandwich,,0,199.0
Meal Bowl,,4.0,0,0,Sichuan,Lower Parel, Mumbai,Paneer Tikka Masala Rice Bowl,BESTSELLER,14,239.0
Hotel Hyderabadi,4.2,3.8,452,0,Pizza,Moudhapara, Raipur,Chicken Aashiyana,,0,240.0
Jimis Burger,4.3,4.2,529,859,Beverages,Pali Hill, Mumbai,Classic Mutton,,26,369.0
Pizza@99,,3.2,0,578,Fast Food,Rajajinagar, Bangalore,Chicken Sausage Pizza Combo,,11,189.0
Blue Nile,3.6,4.1,0,0,Beverages,Camp Area, Pune,Mutton Keema Masala,,0,300.0
Victorian Bakery,,4.1,0,0,Street Food,Jawahar Nagar, Jaipur,Cold Punjabi Sandwich,,5,80.0
Cups & Cones,4.1,4.0,70,0,Beverages,Vyttila, Kochi,Veg Afghani Malai Momos,,7,109.0
Burger King,4.2,4.0,729,0,Beverages,New Market Area, Kolkata,2 Crispy Chicken Double Patty + 1 King Fries + 1 Chicken Fries,MUST TRY,10,456.0
Vaishnav Dhaba,,3.9,0,0,South Indian,Gopalpura, Jaipur,Masala Paneer Dosa,,0,230.0
Shanmukha,4.2,4.1,0,0,Seafood,JP Nagar, Bangalore,Dal Fry,,9,175.0
Craving Bites,,3.7,0,0,Street Food,Rajajipuram, Lucknow,Pockets Parcel [2 Pieces],,10,89.0
Goli Rolls And Vada Pav,,4.3,0,162,Pizza,Samta Colony, Raipur,Mayonnaise Dip,,0,20.0
Karachi Sweet Mart,,3.9,0,730,Fast Food,Camp Area, Pune,Dry Fruit Chikki Rotla,,0,493.0
Sodhani Sweets And Namkeen,3.7,4.3,8,0,Street Food,Gopalpura, Jaipur,Dal Kachori,,507,19.04
Shobhaa Only Veg,4.0,4.2,487,0,Beverages,Parel, Mumbai,Chana Masala,,6,280.0
Chawla's Restaurant,4.1,4.0,411,0,Chinese,C Scheme, Jaipur,Paneer Makhani,,0,265.0
Jimis Burger,4.3,4.2,529,859,Beverages,Pali Hill, Mumbai,Classic Mutton,,26,369.0
Jay Shree Jalaram Parotha House,,3.4,2,556,Kathiyawadi,Naranpura, Ahmedabad,Tikhari Curd,,0,80.0
Gokul Oottupura,4.0,4.0,73,0,Shake,Pallimukku, Kochi,Chapathi With Green Peas Masala Combo,,0,220.0
La Pino'z Pizza,3.9,4.0,6,505,Fast Food,Himayath Nagar, Hyderabad,Onion Twist,,0,190.0
Chai Govindam,3.8,4.1,18,0,Pizza,Tikrapara, Raipur,Butter Toast,BESTSELLER,19,60.0
Savoury Sea Shell,4.0,4.1,848,0,Sichuan,Thousand Lights, Chennai,Mango Falooda,,5,272.0
Jay Bhavani Vadapav,3.9,3.2,294,0,Beverages,Navrangpura, Ahmedabad,Cheese Chutney Grilled Sandwich,,6,100.0
Pokket Cafe,3.4,3.5,38,139,Desserts,Karve Nagar, Pune,Crispy Onion Rings,,0,120.0
Goila Butter Chicken,,3.9,0,612,Rolls,Koramangala 6th Block, Bangalore,Express Veg Thali,,5,275.0
Barbeque Nation,4.2,3.7,267,705,Desserts,New Market Area, Kolkata,Classic Meal Box (Veg) Regular,,0,599.0
JMD Bakery & Fast Food,3.6,4.2,8,0,Beverages,Durgapura, Jaipur,Masala Plain Maggi,,7,60.0
Wendy's Burgers,,4.1,0,0,Beverages,Abids, Hyderabad,Aloo Wrap,,21,79.0
Old Al - Baik,,3.9,0,773,Beverages,Lalbagh, Lucknow,Chicken Afghani Burger,,15,119.0
Cafe 17,4.6,4.1,259,0,Beverages,Ravipuram, Kochi,Fish & chips,BESTSELLER,9,390.0
Juicy,4.0,4.3,0,269,Desserts,Thopumpady, Kochi,Tender Dates,,0,115.0
Delhi Dhaba,3.0,3.8,6,23,Beverages,Gopalapuram, Chennai,Olive Naan,,0,120.0
Roll Point,4.0,4.1,111,0,Chinese,Dhankawadi, Pune,Chicken Roll,BESTSELLER,36,110.0
Grill A Delics,4.1,3.8,142,303,Beverages,Washermenpet, Chennai,Brownie With Ice Cream,,0,223.0
Sudama Bhel,,3.9,0,174,Fast Food,Yerawada, Pune,Sev Puri,BESTSELLER,16,60.0
FreshMenu,,3.9,0,0,Chinese,Richmond Road, Bangalore,Soboro Don,,57,319.0
Shivam Bhojnalay,3.0,3.5,149,0,Gujarati,Gurukul, Ahmedabad,Gud [100 ml],,6,25.0
Firewood Pizza,,3.3,0,320,Italian,Gopalpura, Jaipur,Hot Chicken Spicy Burger,,0,134.0
The Messy Door,4.2,4.0,901,0,Beverages,Shastri Nagar, Jaipur,Nutella Chocolate Churros,BESTSELLER,0,225.0
99 Pancakes,3.8,4.1,92,659,Beverages,Matunga East, Mumbai,Brownie Temptation [500gm],,0,600.0
Burgs & Fries,,3.9,0,0,Beverages,Raja Park, Jaipur,Greeny Love Burger,,10,137.28
Rominus Pizza And Burger,4.1,4.1,149,0,Fast Food,Jopling Road, Lucknow,Chicken Mexicana Pizza Medium,,0,490.0
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Hyderabadi Paneer,,0,290.0
D Pizza Club,3.9,3.8,488,0,Desserts,Rajajipuram, Lucknow,Cheese Spicy Chicken Pizza [7 inches],SPICY,156,179.0
Creams N Caffeine,4.3,3.5,217,0,Pizza,Samta Colony, Raipur,Blueberry Mojito,,0,140.0
Basant Dhaba,3.0,3.9,142,0,Beverages,Gopalpura, Jaipur,Green Chilli Paratha,,0,65.0
Dangee Dums,,4.1,0,8,Desserts,Paldi, Ahmedabad,"Belgium Chocolate Ice Cream [1 Tub, 500 ml]",,0,389.83
Dip N Bite,3.6,3.9,9,361,Beverages,Tonk Phatak, Jaipur,Vanila Shake,,0,120.0
Jhakas Family Restaurant,,3.7,0,668,Sichuan,Wadala, Mumbai,Chicken Dhoom 3,,0,500.0
Fuel Up,4.0,4.2,102,0,Beverages,Khar, Mumbai,Tropical Pineapple Blend Smoothie,,0,270.0
Sheikh Shawarma,,3.7,3,220,Kerala,Kadavanthra, Kochi,Veg Biryani,,0,130.0
Slyce Pizza,,3.9,0,0,Fast Food,Lower Parel, Mumbai,Spicy Mutton Diavola,NEW,0,625.0
Grand Hotel,4.2,4.1,0,0,Beverages,Abids, Hyderabad,Arabian Kebab,,11,250.0
A Balaji Santosh Dhaba,3.7,4.0,9,974,Chinese,Langer Houz, Hyderabad,Kadai Mushroom,,0,240.0
Food Track,4.3,4.1,16,0,Beverages,Charminar, Hyderabad,"Barbecue Chicken Pizza [Medium, 8 Inches]",,9,230.0
WOW! China,4.0,3.8,77,709,Seafood,Aminijikarai, Chennai,Chicken Noodles In Schezwan Sauce Regular,SPICY,5,285.0
Purohit Restaurant,4.2,4.1,383,0,Chinese,Mani Nagar, Ahmedabad,Aloo Suki Bhaji puri,BESTSELLER,48,180.0
Zam Zam Briyani,3.3,3.4,24,0,North Indian,Choolaimedu, Chennai,Chicken Biryani with Chicken Lollipop [3 Pieces],,0,329.0
Sip 'N' Bite's,,3.7,1,0,Pizza,Dobson Road, Kolkata,Sweet N Sour Chicken [6 Pieces],,0,250.0
Chaayos Chai+Snacks=Relax,,3.8,0,247,Beverages,Camp Area, Pune,Chaayos Chai(MK) With Vada Pav,BESTSELLER,0,149.0
Pizza Bar,3.5,3.9,8,607,Fast Food,Sodala, Jaipur,Margherita Pizza,BESTSELLER,57,200.0
Lassi N Cafe,3.7,3.9,3,18,Beverages,Banaswadi, Bangalore,Strawberry Lassi,,0,95.0
Delhi Zaika,3.8,3.6,327,0,Beverages,Mahim, Mumbai,Chicken Cheese Overloaded Tikka (6 pcs),,0,429.0
Cafe Rasa,3.9,,16,0,Sandwich,Panaji, Goa,The Cookout Chicken Burger,,0,250.0
Pizza And Burger King,3.9,3.7,4,839,Beverages,Brahmpuri, Jaipur,Schezwann paneer burger with French fries (Free coke 250ml),NEW,0,320.0
Shiraz Golden Restaurant,4.1,4.0,0,0,Pizza,Park Street Area, Kolkata,Shahi Kulcha,,0,145.0
A2B - Adyar Ananda Bhavan,3.4,4.1,6,0,Beverages,Shanti Nagar, Bangalore,Gongura Thokku 400 Grams,,0,223.21
Firewood Pizza,,3.3,0,320,Italian,Gopalpura, Jaipur,Veg Double Patty Burger,,0,154.0
Truffles,4.6,4.3,0,0,Desserts,St. Marks Road, Bangalore,Jalapeno Poppers,,28,180.96
Red Bucket Biryani,,4.1,0,100,Biryani,Saroor Nagar, Hyderabad,Prawns Biryani [5 Person],,0,1575.0
Hatari,3.8,4.2,43,166,Pizza,Bow Bazar, Kolkata,Non Veg Tom Yum Kung,,0,275.0
WOW! Momo,3.7,4.2,66,0,Fast Food,Sealdah Area, Kolkata,Veg Delight Pan Fried Momo in Schezwan Sauce,,8,165.0
Neelkanth Sweets,4.2,4.3,779,0,Beverages,Gomti Nagar, Lucknow,Chenna Angoor,,0,175.0
Meghana Foods,4.3,4.4,0,0,Seafood,Residency Road, Bangalore,Veg Kadai,,23,260.0
George Restaurant,3.9,4.0,0,0,Beverages,Camp Area, Pune,Mutton Kadhai,,0,480.0
Madurai Pandian Mess,3.3,4.0,166,0,BBQ,Royapettah, Chennai,Kadai Pepper Fry,,11,160.0
Urban Khichdi,4.6,4.1,0,0,Beverages,Navrangpura, Ahmedabad,Paneer Do Pyaza (175 G) + 2 Tawa Parantha (160 G),,0,299.0
The Pizza Unlimited,3.4,4.0,550,0,Street Food,Pink City, Jaipur,Cheese Grilled Sandwich,,25,220.0
Goila Butter Chicken,,3.9,0,612,Rolls,Koramangala 6th Block, Bangalore,Express Veg Thali,,5,275.0
99 Pancakes,3.8,4.1,92,659,Beverages,Matunga East, Mumbai,Hazelnut Crystal Ball,,0,160.0
Sangeetha Veg Restaurant - Gandhi Irwin Road,3.8,4.1,236,0,Shake,Egmore, Chennai,Kulcha,,10,81.0
Farki,3.8,4.3,1,477,Desserts,Ashram Road, Ahmedabad,Mango Rocket Kulfi,,0,50.85
Al Farooj Sonu Kabab,4.0,3.9,66,0,North Indian,Ghansi Bazaar, Hyderabad,Kadai Chicken,,0,280.0
McDonald's,3.6,3.9,152,0,Fast Food,Anna Salai, Chennai,Grilled Chicken & Cheese Burger + Masala Wedges (R),,0,196.19
Pavdos Cafe,3.8,3.7,44,0,Pizza,Civil Lines, Raipur,Cheese Vada Pav [1 Piece],,16,60.0
Kings Kulfi,4.5,4.4,227,0,Shake,Rajinder Nagar, New Delhi,Badaam Crunch Kulfi,,0,59.0
Lulu Hypermarket,3.9,3.9,23,0,Bakery,Rajajinagar, Bangalore,Hummus,MUST TRY,55,139.0
Chaayos Chai+Snacks=Relax,,3.8,0,247,Beverages,Camp Area, Pune,Chaayos Chai(MK) With Vada Pav,BESTSELLER,0,149.0
FreshMenu,,3.9,0,0,Chinese,Frazer Town, Bangalore,Moroccon Paneer Super Salad,,0,299.0
Pawan Sweet & Bhojnalay,3.3,3.9,13,0,Chinese,Indira Nagar, Lucknow,Paneer Butter Masala,,15,120.0
New Santosh Dhaba,4.2,3.7,209,0,Beverages,Begum Bazaar, Hyderabad,Veg Navratan Korma,,0,210.0
Domino's Pizza,3.9,3.9,563,0,Fast Food,Entally, Kolkata,Fiery Sausage & Paprika,,0,249.0
Domino's Pizza,3.5,4.2,4,0,Desserts,Perambur, Chennai,Mexican Green Wave Pizza,,0,269.0
Natural Ice Cream,4.8,4.5,0,0,Beverages,Connaught Place, New Delhi,Signature Mini Pack Fruit Combo,,0,773.73
KFC,3.7,3.8,917,0,Beverages,R Deccan Mall, Pune,Hot & Crispy Chicken -2pc,,10,229.52
Sri Udupi Food Hub,3.3,4.1,7,0,Beverages,Majestic, Bangalore,Aloo Tikka,,0,210.0
Rominus Pizza And Burger,3.7,4.0,35,0,Fast Food,C Scheme, Jaipur,White Sauce Veg Pasta,,54,100.0
Marky Momos,3.1,4.1,16,0,Beverages,C Scheme, Jaipur,Chicken Manchurian And Egg Hakka,,0,730.35
Harishankar Veg Restro,3.8,4.0,273,0,Beverages,Raja Park, Jaipur,Gobhi Paratha Combo,,0,180.0
Shree Marutinandan Kathiyawadi Restaurant,3.2,3.8,44,0,Beverages,Shivalik Yash, Ahmedabad,Dal Fry,,18,115.0
Goa'rmet By The Tiffin Factory,,,0,14,Desserts,Panaji, Goa,Squids Rechado [Goan Style],,0,350.0
McDonald's,3.8,4.0,726,0,Beverages,Crystal Palm Mall, Jaipur,McSpicy® Chicken,Not eligible for coupons,200,181.9
CakeZone,,4.2,0,0,Desserts,Himayath Nagar, Hyderabad,Mango Fruit Eggless Cake,,0,459.0
Cheelizza - India Ka Pizza,,3.9,0,333,Fast Food,Worli, Mumbai,Exotica Jain Medium - Thin Wheat Crust [9 inch],,0,589.0
HRX by EatFit,,4.3,0,144,Salad,Lower Parel, Mumbai,Asian Paneer Rice Bowl,MUST TRY,5,299.0
Meghana Foods,4.3,4.4,0,0,Seafood,Residency Road, Bangalore,Lollipop Biryani,CHEF'S SPECIAL,32,325.0
Pizza Hut,3.9,3.9,91,838,Beverages,Shukrawar Peth, Pune,Veggie Feast,,9,259.0
Rolls Mania,,3.9,0,0,North Indian,Gomti Nagar, Lucknow,Cheesy BBQ Paneer Super Mania,,0,359.0
Sher-E-Punjab,3.3,3.7,310,0,Pizza,Theatre Road, Kolkata,Chicken Tikka [6 Pieces],MUST TRY,6,350.0
Biriyani Bash,3.6,3.1,7,870,Biryani,Vyttila, Kochi,Gravy Chicken Biriyani,,0,205.0
Galaxy Food Centre,,3.6,0,242,Pizza,Samta Colony, Raipur,Boiled Egg,,0,13.0
Papadams Blue,4.0,3.9,625,0,Desserts,Kothapet, Hyderabad,Veg Manchurian,BESTSELLER,26,273.0
Crispy Studio,4.1,4.2,59,0,Biryani,JP Nagar, Bangalore,Crispy Chicken,BESTSELLER,150,120.0
Madhurima Veg,4.0,4.2,897,0,Beverages,Gomti Nagar, Lucknow,Angoori Malai Kofta,,0,410.0
Bombay Natural's Pizza & Soya Chaap,4.1,3.7,58,0,Street Food,Hazratganj, Lucknow,White Chocolate Shakes,,0,155.0
Wat-a-Burger! - India ka Burger,3.8,4.0,71,0,Beverages,Hazratganj, Lucknow,Junglee Mutton Senior Burger,,15,259.0
Wendy's Burgers,,4.1,0,0,Beverages,Abids, Hyderabad,Aloo Wrap,,21,79.0
California Burrito,4.2,4.3,221,0,Beverages,Boiguda, Hyderabad,Mexican Sunrise,,13,75.0
The Momoz Hub,,4.0,0,183,Beverages,C Scheme, Jaipur,Prawns Mexican,,0,481.0
RollsKing,,4.2,0,229,Beverages,Raja Park, Jaipur,RK Special Non Veg Roll,,0,302.0
Sip & Bite,3.5,3.8,14,175,Beverages,Malakpet, Hyderabad,Cold Coffee With Ice Cream,BESTSELLER,0,150.0
Joshis Masala Mantra,,3.9,0,132,Sichuan,Panaji, Goa,Chicken and Mushroom Soup,,0,140.0
Noodle King,,3.7,0,0,Pizza,Picnic Garden, Kolkata,Chicken Manchurian,BESTSELLER,84,160.0
Moti Mahal,4.0,3.6,70,0,Pizza,Jawahar Nagar, Raipur,Mini Kachori [500 grams],,0,224.0
CakeZone,,4.2,0,0,Desserts,Himayath Nagar, Hyderabad,Chocolate Truffle Lunch Box Cake,MUST TRY,13,249.0
Meera's Kitchen,3.1,3.2,9,0,Biryani,MG Road, Kochi,Chicken Fried Rice+ Chilly Chicken+ Mint Lime,,0,340.0
Gopi Bhog,3.7,3.6,10,0,Biryani,Bapunagar, Ahmedabad,Stuff Mixveg Tawa Paratha With Curd + Pickle,,0,238.0
The Momoz Hub,,4.0,0,183,Beverages,C Scheme, Jaipur,Mocha Frappe,,0,168.0
Goofy's Pizza,,3.6,0,94,Pizza,Raja Park, Jaipur,7 Inches Paneer Makhani Pizza,,0,152.0
Starbucks Coffee,3.2,4.2,9,605,Pizza,Shankar Nagar, Raipur,Caramel Java Chip Frappuccino,BESTSELLER,15,340.0
Anand Bhajipav & Pulav Ankurwala,3.8,4.0,277,0,Street Food,Naranpura, Ahmedabad,Paneer Chilli Dry,BESTSELLER,60,190.0
Sher-E-Punjab,3.3,3.7,310,0,Pizza,Theatre Road, Kolkata,Prawns Fried Rice,,0,280.0
Keifer,,3.7,0,140,Shake,Purasavakkam, Chennai,Chocolate Ice Cream With Toppings,,0,120.0
Chawla's Restaurant,4.1,4.0,411,0,Chinese,C Scheme, Jaipur,Soya Tandoori Chaap,BESTSELLER,20,285.0
BrownBear,3.6,4.0,239,0,Fast Food,Himayath Nagar, Hyderabad,Chocolate Truffle Pastry,,5,125.0
Hashtag Foods,3.9,3.9,3,73,Beverages,Kamla Nagar, New Delhi,Pasta Pizza,,0,309.0
The Momoz Hub,,4.0,0,183,Beverages,C Scheme, Jaipur,Cheese Vilayti Momos With Nimbu Chatkara,,0,308.0
Al Baik Fast Food,3.7,4.0,18,0,Sichuan,Lal Darwaja, Ahmedabad,Veg Chutney Sandwich [Regular],,0,50.0
Bar Malim,,,0,0,Fast Food,Penha de Franca, Goa,Egg Fried Rice,,0,100.0
Pizza Hut,3.2,3.7,81,0,Fast Food,Dadar West, Mumbai,Momo Dip,Not eligible for coupons,0,30.0
Karachi Bakery,,3.8,0,332,Fast Food,Nampally, Hyderabad,Butterscotch Cake,BESTSELLER,0,466.1
Biggies Burger,4.0,4.2,102,487,Desserts,FC Road, Pune,Chicken Beamer Wrap,,0,239.0
Khandelwal Dhaba Purana Wala,3.9,4.0,353,0,South Indian,Sikar Road, Jaipur,Paneer Pyaz,,0,290.0
Chickpet Donne Biryani House,2.6,3.8,5,487,Kebab,Jayanagar, Bangalore,Egg Chilly,,0,159.0
Apoorva Delicacies,3.8,4.1,654,0,Beverages,Dadar Shivaji Park, Mumbai,Cheese Pav Bhaji,BESTSELLER,5,270.0
Magnolia Bakery,4.0,4.4,898,0,Beverages,Indiranagar, Bangalore,Vanilla Cheesecake with Mango topping,BESTSELLER,22,385.0
Pizza Unlimited,3.0,3.6,14,0,Beverages,Pink City, Jaipur,Paneer Chilli with Gravy,,7,140.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Matar Kulcha,,13,143.0
Delhi Darbar Dhaba,3.8,3.7,135,0,Mughlai,Gole Market, New Delhi,Shahi Paneer With 3 Roti,,8,250.0
